CCTV 2,LaoSat 1,Ku0,10850 V,DVB-S2QPSK,45000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
CCTV 2,ChinaSat 6D,C0,3820 V,DVB-S,27500,,AVS+HD,Chi,Videoguard
CCTV 2,ChinaSat 6D,C0,4130 V,DVB-S,14800,4-Mar,AVS+,Chi,Videoguard
CCTV 2,ChinaSat 6E,,3840 H,DVB-S,27500,4-Mar,MPEG-2SD,Chi,
CCTV 2,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVC,Chi,Wyplay
CCTV 2,ChinaSat 9B,,12020 R,ABS-S,28800,4-Mar,,Chi,Videoguard
CCTV 2,ChinaSat 9,Ku0,11810 R,ABS-S,30000,5-Apr,HD,Chi,Videoguard
CCTV 2,ChinaSat 9,Ku0,12020 R,ABS-S,28800,4-Mar,,Chi,Videoguard
CCTV 2,Eutelsat 21B,Wide47,10856 V,DVB-S2QPSK,30000,2-Jan,HEVCHD 720,Chi,TopwellVisionCrypt
CCTV 2,Eutelsat 7B,Africa0,10762 H,DVB-S2QPSK,30000,3-Feb,HEVCHD 720,Chi,VisionCrypt
VTV Gujarati,G-Sat 15,India,11630 V,DVB-S28PSK,30000,5-Mar,MPEG-4SD,Guj,
VTV Gujarati,ST 2,India Continent0,11546 V,DVB-S28PSK,44995,4-Mar,MPEG-4SD,Guj,Verimatrix (B)ConaxIrdetoVideoguard
VTV Gujarati,G-Sat 30,Ku,11050 H,DVB-S28PSK,32720,4-Mar,MPEG-4SD,Guj,IrdetoVideoguard
VTV Gujarati,Intelsat 20,Landmass37.1-39.1,4090 H,DVB-S28PSK,14368,4-Mar,MPEG-4SD,Guj,
Pear TV,G-Sat 15,India,11510 V,DVB-S,29500,4-Mar,MPEG-2SD,Tam,
CCTV 17,Telstar 18 Vantage,China0,12416 V,DVB-S28PSK,45000,4-Mar,MPEG-4SD,Chi,Topreal
CCTV 17,LaoSat 1,Ku0,10730 V,DVB-S2QPSK,40000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
CCTV 17,ChinaSat 6D,C0,3820 V,DVB-S,27500,,AVS+HD,Chi,Videoguard
CCTV 17,ChinaSat 6D,C0,4145 V,DVB-S,8330,4-Mar,AVS+,Chi,Videoguard
CCTV 17,ChinaSat 6E,,3840 H,DVB-S,27500,4-Mar,MPEG-2SD,Chi,
CCTV 17,ChinaSat 9B,,12020 R,ABS-S,28800,4-Mar,,Chi,Videoguard
CCTV 17,ChinaSat 9,Ku0,11810 R,ABS-S,30000,5-Apr,HD,Chi,Videoguard
CCTV 17,ChinaSat 9,Ku0,12020 R,ABS-S,28800,4-Mar,,Chi,Videoguard
Raapchik,G-Sat 15,India,11090 V,DVB-S,29500,4-Mar,MPEG-2SD,Hin,
Raapchik,G-Sat 24,,11960 V,DVB-S28PSK,34280,5-Mar,MPEG-4SD,Hin,IrdetoVideoguard
Raapchik,G-Sat 30,C,4054 H,DVB-S28PSK,17000,6-May,MPEG-4SD,Hin,
CCTV 10,Telstar 18 Vantage,China0,12416 V,DVB-S28PSK,45000,4-Mar,MPEG-4SD,Chi,Topreal
CCTV 10,LaoSat 1,Ku0,10850 V,DVB-S2QPSK,45000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
